marca,sku,cat,producto,combinado,url
Fluidmaster,26015309P023548,"Aseo, Baños y Cocinas","Válvula de Entrada Ajustable de 1/2"" para Tanque de Almacenamiento","Fluidmaster Aseo, Baños y Cocinas Válvula de Entrada Ajustable de 1/2"" para Tanque de Almacenamiento",https://s3.amazonaws.com/co-prod-shared-images/8a2aa064-0663-4d0e-8034-7ff46847d058
Fluidmaster,26015309P031293,"Aseo, Baños y Cocinas","Valvula Llenado Prm/Flotador 1/2"" para Tanques Almacenamiento","Fluidmaster Aseo, Baños y Cocinas Valvula Llenado Prm/Flotador 1/2"" para Tanques Almacenamiento",https://s3.amazonaws.com/co-prod-shared-images/2e80a281-f1bc-4d0e-bc3e-6496b076085e
Fluidmaster,26015309P023550,"Aseo, Baños y Cocinas","Valvula de Descarga de 2""","Fluidmaster Aseo, Baños y Cocinas Valvula de Descarga de 2""",https://s3.amazonaws.com/co-prod-shared-images/df0512ea-34b8-4e71-81f1-8821237ca333
FOY,2702500A2021685,"Aseo, Baños y Cocinas",Estopa Algodón 1 kg,"FOY Aseo, Baños y Cocinas Estopa Algodón 1 kg",https://s3.amazonaws.com/mx-prod-shared-images/72f83b47-a91b-462a-9e5d-37fe5052067e
Futura,1602140N8032485,Plomería,"Tee Sanitario Cementar 110mm - 4""","Futura Plomería Tee Sanitario Cementar 110mm - 4""",https://s3.amazonaws.com/mx-prod-shared-images/1cca9c80-8bf3-450a-86ec-1b66c3a2d7b5
Gerfor,160100116000868,Plomería,"Tubo Presión RDE 9 / 1/2"""" - 6m","Gerfor Plomería Tubo Presión RDE 9 / 1/2"""" - 6m",https://s3.amazonaws.com/co-prod-shared-images/bf90f7f8-76a7-4256-b4d4-06ec46171116
Gerfor,160201016000858,Plomería,"Adaptador Macho Presión 1/2""","Gerfor Plomería Adaptador Macho Presión 1/2""",https://s3.amazonaws.com/co-prod-shared-images/b0194e20-e57b-4874-8d6e-50387ac5e83d
Gerfor,170200116000862,Plomería,"Tubo Conduit 1/2"""" - 3m","Gerfor Plomería Tubo Conduit 1/2"""" - 3m",https://s3.amazonaws.com/co-prod-shared-images/08bfa652-2998-4510-a960-6de247f29e3b
Gerfor,160203016000757,Plomería,"Codo Presión 90º 1/2""","Gerfor Plomería Codo Presión 90º 1/2""",https://s3.amazonaws.com/co-prod-shared-images/7cd2b811-6347-438f-ba04-e14d5ececaac
Goya,150210013000687,Herramientas,"Rodillo Felpa Bricolage 9""","Goya Herramientas Rodillo Felpa Bricolage 9""",https://s3.amazonaws.com/co-prod-shared-images/1ab75bd5-29fc-494f-9db2-7838b0ad8ea8
Goya,150210013013625,Herramientas,"Rodillo Junior Ovejero 2""","Goya Herramientas Rodillo Junior Ovejero 2""",https://s3.amazonaws.com/co-prod-shared-images/fb28b886-72fe-4ef3-9970-ae8e0c3e2ddc
Goya,150210013000696,Herramientas,"Rodillo Junior Poliéster Th 3""","Goya Herramientas Rodillo Junior Poliéster Th 3""",https://s3.amazonaws.com/co-prod-shared-images/31d36e11-00bd-412e-8bc1-ead2fc9ab984
Goya,150210013000694,Herramientas,"Rodillo Junior Poliéster Th 1 1/2""","Goya Herramientas Rodillo Junior Poliéster Th 1 1/2""",https://s3.amazonaws.com/co-prod-shared-images/d64af237-970b-4240-8cde-c5361c95acd3
Goya,150210013000697,Herramientas,"Rodillo Junior Poliéster Th 4""","Goya Herramientas Rodillo Junior Poliéster Th 4""",https://s3.amazonaws.com/co-prod-shared-images/843931ac-ca39-4249-91ee-a21034f06fb4
Gricol,161063078003538,"Aseo, Baños y Cocinas",Torre ducha cierre cerámico derecha ,"Gricol Aseo, Baños y Cocinas Torre ducha cierre cerámico derecha ",https://s3.amazonaws.com/co-prod-shared-images/22876aa8-c67a-4de5-8802-e22f94223177
Gricol,161063078003533,"Aseo, Baños y Cocinas",Torre múltiple plástico cierre cerámico,"Gricol Aseo, Baños y Cocinas Torre múltiple plástico cierre cerámico",https://s3.amazonaws.com/co-prod-shared-images/35d8da9d-46f6-4a8b-aec4-dbe562d52fc4
Gricol,161040078003499,"Aseo, Baños y Cocinas","Sifón Expansible 1 1/2"" - 1 1/4"" - Blanco","Gricol Aseo, Baños y Cocinas Sifón Expansible 1 1/2"" - 1 1/4"" - Blanco",https://s3.amazonaws.com/co-prod-shared-images/f7a52399-b22f-4967-b217-edc517344ec1
Gricol,260152078003454,"Aseo, Baños y Cocinas",Registro ducha sin regadera Piana                ,"Gricol Aseo, Baños y Cocinas Registro ducha sin regadera Piana                ",https://s3.amazonaws.com/co-prod-shared-images/ec88287f-4061-4528-94da-8fb58c6d053d
Gricol,161060078003503,"Aseo, Baños y Cocinas",Válvula de entrada hidrostática graduable,"Gricol Aseo, Baños y Cocinas Válvula de entrada hidrostática graduable",https://s3.amazonaws.com/co-prod-shared-images/6ab6dc5b-46ff-476d-b162-cad03689ff4b
Gricol,260152078003466,"Aseo, Baños y Cocinas",Registro ducha sin regadera Helix Pala           ,"Gricol Aseo, Baños y Cocinas Registro ducha sin regadera Helix Pala           ",https://s3.amazonaws.com/co-prod-shared-images/dcb19f0b-df83-4d80-a641-21573c4f2e48
Gricol,260151078003450,"Aseo, Baños y Cocinas",Llave individual lavamanos Piana    ,"Gricol Aseo, Baños y Cocinas Llave individual lavamanos Piana    ",https://s3.amazonaws.com/co-prod-shared-images/79140705-fbb6-4dbc-a4ef-9aeab211a4f1
Gricol,161063078003536,"Aseo, Baños y Cocinas",Torre ducha antigua rosca ordinaria,"Gricol Aseo, Baños y Cocinas Torre ducha antigua rosca ordinaria",https://s3.amazonaws.com/co-prod-shared-images/da78e028-9fca-474e-bcd4-71b57743b603
Gricol,180350078074333,EPP,(Sh) Monoblock Lvm Lvp 3/8X1/2 X 65Cm Gricol,Gricol EPP (Sh) Monoblock Lvm Lvp 3/8X1/2 X 65Cm Gricol,https://s3.amazonaws.com/co-prod-shared-images/d393cffc-bfbb-4117-b3ac-ca3720afb12b
Gricol,161062078003485,"Aseo, Baños y Cocinas",Llave lavadora plástica - Cromada,"Gricol Aseo, Baños y Cocinas Llave lavadora plástica - Cromada",https://s3.amazonaws.com/co-prod-shared-images/5272d707-cf78-462a-8cbf-10dba1a575d4
Gricol,161063078003540,"Aseo, Baños y Cocinas",Torre ducha cierre cerámico izquierdo,"Gricol Aseo, Baños y Cocinas Torre ducha cierre cerámico izquierdo",https://s3.amazonaws.com/co-prod-shared-images/d1434aee-ecf0-4222-a327-a59a029eb096
Gricol,161060178003559,"Aseo, Baños y Cocinas",Sello lengüeta válvula salida sanitario,"Gricol Aseo, Baños y Cocinas Sello lengüeta válvula salida sanitario",https://s3.amazonaws.com/co-prod-shared-images/0f216f01-9a9a-49b1-8f9d-ea176f1aacd3
Gricol,260200178003453,"Aseo, Baños y Cocinas","Mezclador Lavaplatos 8"" Piana","Gricol Aseo, Baños y Cocinas Mezclador Lavaplatos 8"" Piana",https://s3.amazonaws.com/co-prod-shared-images/45b7703f-3c43-4f14-9108-699d0a3247e3
Gricol,260152078003520,"Aseo, Baños y Cocinas",Regadera Génesis I,"Gricol Aseo, Baños y Cocinas Regadera Génesis I",https://s3.amazonaws.com/co-prod-shared-images/41651881-8760-4046-961a-53f2c5c252db
Gricol,260151078003553,"Aseo, Baños y Cocinas",Manija Helix Pala 22 mm ducha y lavamanos ,"Gricol Aseo, Baños y Cocinas Manija Helix Pala 22 mm ducha y lavamanos ",https://s3.amazonaws.com/co-prod-shared-images/1741a94e-f86d-41c2-9aaf-b72b6cc742cb
Gricol,161040078003483,"Aseo, Baños y Cocinas","Sifón P 1 1/2"" - 1 1/4"" - Blanco","Gricol Aseo, Baños y Cocinas Sifón P 1 1/2"" - 1 1/4"" - Blanco",https://s3.amazonaws.com/co-prod-shared-images/50581e4e-9f28-41b5-a2cd-22526d95d6f2
Grinetto,260152028037959,"Aseo, Baños y Cocinas",Brazo de Ducha a Pared 40 cm,"Grinetto Aseo, Baños y Cocinas Brazo de Ducha a Pared 40 cm",https://s3.amazonaws.com/co-prod-shared-images/c6b08490-d7e9-430a-8738-422ad60dbff3
Grinetto,260152028037970,"Aseo, Baños y Cocinas","Ducha con Brazo 4"" Cuadrada","Grinetto Aseo, Baños y Cocinas Ducha con Brazo 4"" Cuadrada",https://s3.amazonaws.com/co-prod-shared-images/2ea7a49b-4370-4c10-abed-d4e850fec3e6
Grinetto,160710028037956,"Aseo, Baños y Cocinas",Desagüe de Push Automático sin Rebose,"Grinetto Aseo, Baños y Cocinas Desagüe de Push Automático sin Rebose",https://s3.amazonaws.com/co-prod-shared-images/0018cf98-7f8f-4373-a2a4-a4c7aca684b9
Grinetto,260151028037949,"Aseo, Baños y Cocinas",Griferia Lavamanos Alta Satín Bahia,"Grinetto Aseo, Baños y Cocinas Griferia Lavamanos Alta Satín Bahia",https://s3.amazonaws.com/co-prod-shared-images/e1116af8-9d18-4ce9-b223-1392ba00d331
Grival,260151012017224,"Aseo, Baños y Cocinas",Pqt Griflex Lavamanos 40cm x 12 un,"Grival Aseo, Baños y Cocinas Pqt Griflex Lavamanos 40cm x 12 un",https://s3.amazonaws.com/co-prod-shared-images/603daa19-4c1f-4ac1-a6ca-08d4a1dd6810
Grival,260101012017218,"Aseo, Baños y Cocinas",Asiento Basic Cierre Redondo Hueso x 3 un,"Grival Aseo, Baños y Cocinas Asiento Basic Cierre Redondo Hueso x 3 un",https://s3.amazonaws.com/co-prod-shared-images/e670bc71-c682-4e15-9230-40756598d1e8
Grival,161000112017222,"Aseo, Baños y Cocinas",Pqt Acople Griflex Sanitario 40 cm x 12 un,"Grival Aseo, Baños y Cocinas Pqt Acople Griflex Sanitario 40 cm x 12 un",https://s3.amazonaws.com/co-prod-shared-images/970b7bc6-1a4c-4a4a-9e68-06d328d5838b
Grival,260152012017205,"Aseo, Baños y Cocinas",Pqt Registro Briza x 6 un,"Grival Aseo, Baños y Cocinas Pqt Registro Briza x 6 un",https://s3.amazonaws.com/co-prod-shared-images/51dfc3ea-d8b1-4ae0-b26d-a0737e466c3f
Grival,260151012017209,"Aseo, Baños y Cocinas",Pqt Grifería Lavamanos Briza + Griflex x 6 un,"Grival Aseo, Baños y Cocinas Pqt Grifería Lavamanos Briza + Griflex x 6 un",https://s3.amazonaws.com/co-prod-shared-images/4bcdf8fc-d58b-4e84-adc6-d71e2f378a87
Grival,260152012017207,"Aseo, Baños y Cocinas",Pqt Ducha Sencilla Briza x 4 un,"Grival Aseo, Baños y Cocinas Pqt Ducha Sencilla Briza x 4 un",https://s3.amazonaws.com/co-prod-shared-images/7fae353f-b315-4b50-8de6-9c368e14248d
Grival,260210012017204,"Aseo, Baños y Cocinas",Pqt Grifería Lavaplatos Sencilla Nogal LT + Griflex x 3 und,"Grival Aseo, Baños y Cocinas Pqt Grifería Lavaplatos Sencilla Nogal LT + Griflex x 3 und",https://s3.amazonaws.com/co-prod-shared-images/62e34958-0c0d-4564-bb12-22ebcc593f47
Grival,260152012017202,"Aseo, Baños y Cocinas","Pqt Grifería Lavaplatos 8"" Nogal LT x 3 un","Grival Aseo, Baños y Cocinas Pqt Grifería Lavaplatos 8"" Nogal LT x 3 un",https://s3.amazonaws.com/co-prod-shared-images/81218389-b451-40cd-b7fd-5f4ffd434e28
Grival,161040012017210,"Aseo, Baños y Cocinas",Sifón Flexible x 6 un,"Grival Aseo, Baños y Cocinas Sifón Flexible x 6 un",https://s3.amazonaws.com/co-prod-shared-images/eecbb1fe-13b7-4701-8e63-25ffce228f67
Grival,161061012017220,"Aseo, Baños y Cocinas",Grifería Tanque Atlas Plus 26 cm x 6 un,"Grival Aseo, Baños y Cocinas Grifería Tanque Atlas Plus 26 cm x 6 un",https://s3.amazonaws.com/co-prod-shared-images/552120d7-1332-4a38-b5f0-7ecb488f11cd
Grival,260200112017215,"Aseo, Baños y Cocinas","Canastilla 4"" + Sifón en P x 4 und","Grival Aseo, Baños y Cocinas Canastilla 4"" + Sifón en P x 4 und",https://s3.amazonaws.com/co-prod-shared-images/48cf6561-26de-426b-8b89-ca314bf29135
Grival,161060012017214,"Aseo, Baños y Cocinas",Válvula llenado Universal Plus x 3 un,"Grival Aseo, Baños y Cocinas Válvula llenado Universal Plus x 3 un",https://s3.amazonaws.com/co-prod-shared-images/ba7777ef-9153-49f3-b95f-a0b7adeee86f
Grival,260200112017216,"Aseo, Baños y Cocinas","Pqt Canastilla Lavaplatos 4"" Cromada x 6 und","Grival Aseo, Baños y Cocinas Pqt Canastilla Lavaplatos 4"" Cromada x 6 und",https://s3.amazonaws.com/co-prod-shared-images/f4c35ab4-1447-431d-8c7f-00383269b6e7
Guardián,2101200AE034610,"Aseo, Baños y Cocinas",Calentador Solar 10 Tubos Baja Presión 130 litros,"Guardián Aseo, Baños y Cocinas Calentador Solar 10 Tubos Baja Presión 130 litros",https://s3.amazonaws.com/mx-prod-shared-images/6b9239cf-cd56-46e8-b3cf-08e118aa86d7
Herragro,180285033002176,EPP,Chaleco Reflectivo Amarillo de Velcro,Herragro EPP Chaleco Reflectivo Amarillo de Velcro,https://s3.amazonaws.com/co-prod-shared-images/d8cf3083-6355-42bc-88fb-ce2be82dbb5d
Herragro,180281033002177,EPP,Protector Auditivo Tipo Copa,Herragro EPP Protector Auditivo Tipo Copa,https://s3.amazonaws.com/co-prod-shared-images/90c0585f-3bba-418d-9cb9-2c067fc9c8f4
ICO,150100144002074,Pinturas,Vinilico 2 en 1 Tipo 1 Blanco - Galón,ICO Pinturas Vinilico 2 en 1 Tipo 1 Blanco - Galón,https://s3.amazonaws.com/co-prod-shared-images/04c5da20-ae09-4dd8-877a-9ee6a455a035
ICO,150100144004125,Pinturas,Vinilux 2 en 1 Tipo 2 Blanco - Galón,ICO Pinturas Vinilux 2 en 1 Tipo 2 Blanco - Galón,https://s3.amazonaws.com/co-prod-shared-images/e271da4b-47f8-4bf0-a82c-f471528dcfcd
ICO,150100144002075,Pinturas,Vinilico 2 en 1 Tipo 1 Blanco - Balde,ICO Pinturas Vinilico 2 en 1 Tipo 1 Blanco - Balde,https://s3.amazonaws.com/co-prod-shared-images/c2d05a4c-9dea-4272-84bc-c69f8dbc34f6
ICO,150100144002072,Pinturas,Vinilico 2 en 1 Tipo 1 Blanco - Cuñete,ICO Pinturas Vinilico 2 en 1 Tipo 1 Blanco - Cuñete,https://s3.amazonaws.com/co-prod-shared-images/611322dc-dd70-4304-bf40-20a9ab12c3ed
ICO,150100144004123,Pinturas,Vinilux 2 en 1 Tipo 2 Blanco - Cuñete,ICO Pinturas Vinilux 2 en 1 Tipo 2 Blanco - Cuñete,https://s3.amazonaws.com/co-prod-shared-images/e5555500-c674-4717-a031-fdb318f9418e
ICO,150100144004124,Pinturas,Vinilux 2 en 1 Tipo 2 Blanco - Balde,ICO Pinturas Vinilux 2 en 1 Tipo 2 Blanco - Balde,https://s3.amazonaws.com/co-prod-shared-images/2dfcaa8c-2151-42e3-97ad-8a1d460d3355
Icoar,15030013I009058,Quimicos-Polvos,Estuco Relleno Grueso Interiores x 25 kg,Icoar Quimicos-Polvos Estuco Relleno Grueso Interiores x 25 kg,https://s3.amazonaws.com/co-prod-shared-images/b6558969-a185-4968-835a-75886259c086
Icoar,15030013I009056,Quimicos-Polvos,Estuco Listo Interiores x 25 kg,Icoar Quimicos-Polvos Estuco Listo Interiores x 25 kg,https://s3.amazonaws.com/co-prod-shared-images/9f7548f0-ef24-48d7-85fb-85586c4d8598
Icoar,15030013I009059,Quimicos-Polvos,Estuco Relleno Fino Interiores x 25 kg,Icoar Quimicos-Polvos Estuco Relleno Fino Interiores x 25 kg,https://s3.amazonaws.com/co-prod-shared-images/bb45d619-5162-48b7-a0c8-580b7f6c148f
Icoar,15030013I009057,Quimicos-Polvos,Estuco Listo Interiores x 10Kg,Icoar Quimicos-Polvos Estuco Listo Interiores x 10Kg,https://s3.amazonaws.com/co-prod-shared-images/d922a1a6-4152-49b1-99ee-f54454fd5ade
Igoto,2501200U1031221,Plomería,Flotador con contra peso FPS-3 Manguera 3 m,Igoto Plomería Flotador con contra peso FPS-3 Manguera 3 m,https://s3.amazonaws.com/mx-prod-shared-images/c0865009-2273-451f-b721-348b01eabe6f
Indugevi,0630B70H0006487,Ferretería,Single Face 120 Cm X 100 Mts  Rollo,Indugevi Ferretería Single Face 120 Cm X 100 Mts  Rollo,https://s3.amazonaws.com/co-prod-shared-images/dcb9f9cf-8147-459a-94f1-e145f3a3f7b1
Ingusa,1604300X7032253,"Aseo, Baños y Cocinas",Cílindro para Gas Lp 20 kg,"Ingusa Aseo, Baños y Cocinas Cílindro para Gas Lp 20 kg",https://s3.amazonaws.com/mx-prod-shared-images/9aed26ec-5e68-4751-8946-00e1f47aef56
Ingusa,1604300X7032255,"Aseo, Baños y Cocinas",Cílindro para Gas Lp 20 lb con válvula VII,"Ingusa Aseo, Baños y Cocinas Cílindro para Gas Lp 20 lb con válvula VII",https://s3.amazonaws.com/mx-prod-shared-images/7b30ace9-fba1-4ead-a63c-617362b495fb
Irwin,20021105L016770,Herramientas,"Broca Hss x 1/8""","Irwin Herramientas Broca Hss x 1/8""",https://s3.amazonaws.com/co-prod-shared-images/13cb532c-116e-49ca-92c5-0e1d308349c2
IUSA,16014005X022479,Plomería,Tubo PPR 20 mm  x 4 m,IUSA Plomería Tubo PPR 20 mm  x 4 m,https://s3.amazonaws.com/mx-prod-shared-images/f79b3e85-b1cb-405e-9a85-03f45e1bbb31
IUSA,16060015X022474,Plomería,"Tubo Cobre Rig M 3/4"" 19 mm x 6.10 m","IUSA Plomería Tubo Cobre Rig M 3/4"" 19 mm x 6.10 m",https://s3.amazonaws.com/mx-prod-shared-images/2278c685-6924-42b2-9ca8-32b086cb6bec
IUSA,16060015X022478,Plomería,"Tubo Cobre Rig N 3/4"" 19 mm X 6.10 m","IUSA Plomería Tubo Cobre Rig N 3/4"" 19 mm X 6.10 m",https://s3.amazonaws.com/mx-prod-shared-images/6a5961dc-4967-4617-b85b-da58729e6571
IUSA,16102005X026291,"Aseo, Baños y Cocinas","Válvula angular 1/2""","IUSA Aseo, Baños y Cocinas Válvula angular 1/2""",https://s3.amazonaws.com/mx-prod-shared-images/0ca838b1-b637-4956-b413-5da8dfbc1271
IUSA,16020105X032810,Plomería,Adaptador macho PPR 20mm,IUSA Plomería Adaptador macho PPR 20mm,https://s3.amazonaws.com/mx-prod-shared-images/08645855-1125-4818-8c56-9569d8a8fe0d
IUSA,17040015X019228,Electricos,Cable THHW-Ls #12 Rojo Pza 100 m,IUSA Electricos Cable THHW-Ls #12 Rojo Pza 100 m,https://s3.amazonaws.com/mx-prod-shared-images/194d5583-7fb5-4b0e-9623-76b00caf746d
IUSA,17040015X019234,Electricos,Cable THHW-Ls #10 Rojo Pza 100 m,IUSA Electricos Cable THHW-Ls #10 Rojo Pza 100 m,https://s3.amazonaws.com/mx-prod-shared-images/59a9cdd0-d133-458f-bc60-86aa10455472
IUSA,16060015X019243,Plomería,"Tubo cobre Rig M 1/2"" 13 mm x 3.05 m","IUSA Plomería Tubo cobre Rig M 1/2"" 13 mm x 3.05 m",https://s3.amazonaws.com/mx-prod-shared-images/4087abef-1883-4988-a6c2-0c44ec7f5491
IUSA,16060015X022477,Plomería,"Tubo Cobre Rig N 1/2"" 13 mm x 6.10 m","IUSA Plomería Tubo Cobre Rig N 1/2"" 13 mm x 6.10 m",https://s3.amazonaws.com/mx-prod-shared-images/eaeed9ae-b40c-4cae-8276-698364668db4
IUSA,16060015X019240,Plomería,"Tubo cobre Rig N 1/2"" 13 mm x 3.05 m","IUSA Plomería Tubo cobre Rig N 1/2"" 13 mm x 3.05 m",https://s3.amazonaws.com/mx-prod-shared-images/99177d99-f3af-40cf-9cb3-8c40249cf5bc
IUSA,16020105X032789,Plomería,Adaptador hembra PPR 20mm,IUSA Plomería Adaptador hembra PPR 20mm,https://s3.amazonaws.com/mx-prod-shared-images/58152212-da0d-4b68-9a78-7c7b6577d26f
IUSA,16060015X022475,Plomería,"Tubo Cobre Rig L 1/2"" 13 mm x 6.10 m","IUSA Plomería Tubo Cobre Rig L 1/2"" 13 mm x 6.10 m",https://s3.amazonaws.com/mx-prod-shared-images/c0e9a7eb-cea5-4d9c-b064-318bab1721e6
IUSA,21012005X019329,"Aseo, Baños y Cocinas",Calentador Instantáneo Gas LP,"IUSA Aseo, Baños y Cocinas Calentador Instantáneo Gas LP",https://s3.amazonaws.com/mx-prod-shared-images/c6ff9f6a-002b-4d7b-9e2c-15c88afd2c44
IUSA,16080015X037718,Plomería,Tinaco Tricapa 1100 litros Beige Acc y Filtro,IUSA Plomería Tinaco Tricapa 1100 litros Beige Acc y Filtro,https://s3.amazonaws.com/mx-prod-shared-images/6770dc0c-1279-483e-baf5-1f45cf5ded06
IUSA,16060015X022473,Plomería,"Tubo Cobre Rig M 1/2"" 13 mm x 6.10 m","IUSA Plomería Tubo Cobre Rig M 1/2"" 13 mm x 6.10 m",https://s3.amazonaws.com/mx-prod-shared-images/4c083b39-71fe-4c3a-9a1b-9d75454ac78b
IUSA,17040015X019233,Electricos,Cable THHW-Ls #10 Blanco Pza 100 m,IUSA Electricos Cable THHW-Ls #10 Blanco Pza 100 m,https://s3.amazonaws.com/mx-prod-shared-images/d332e2d2-0fca-44f7-a04c-92921870e2b2
Kebel,17040207G033574,Electricos,Cable Pot S.M #12 Cca Kebel 100 m,Kebel Electricos Cable Pot S.M #12 Cca Kebel 100 m,https://s3.amazonaws.com/mx-prod-shared-images/c0010c83-42d6-45d5-a63a-51e21bacbef5
KleenGuard,18020304J009184,EPP,Guantes Multipropósito G40 Flex / 1 un - Talla 9,KleenGuard EPP Guantes Multipropósito G40 Flex / 1 un - Talla 9,https://s3.amazonaws.com/co-prod-shared-images/72b2f567-51e9-4a06-8bef-2396176f8226
KleenGuard,18022004J009186,EPP,Lentes V10 Element Clear,KleenGuard EPP Lentes V10 Element Clear,https://s3.amazonaws.com/co-prod-shared-images/9b002a80-033f-4393-b75c-9dfe7a1fb96e
KleenGuard,18022004J013724,EPP,Lentes Protección Anti Empañante V10 Claro,KleenGuard EPP Lentes Protección Anti Empañante V10 Claro,https://s3.amazonaws.com/co-prod-shared-images/d3e7c9e3-772f-48ea-961d-453170f016ca
KleenGuard,18022004J013723,EPP,Lentes de Protección V10 Oscuro,KleenGuard EPP Lentes de Protección V10 Oscuro,https://s3.amazonaws.com/co-prod-shared-images/010b5efd-f3db-4677-8eea-b7a402a1cc85
KleenGuard,18020304J013713,EPP,Guante de Látex Flex G4 Talla 10,KleenGuard EPP Guante de Látex Flex G4 Talla 10,https://s3.amazonaws.com/co-prod-shared-images/695f89df-e792-4564-a104-7c681ebb10c0
KleenGuard,18020104J013705,EPP,"Guante de Nitrilo Verde 13"" G80 Talla 9 Par","KleenGuard EPP Guante de Nitrilo Verde 13"" G80 Talla 9 Par",https://s3.amazonaws.com/co-prod-shared-images/8364d3ce-cbca-41b3-b6cf-8b6663d56f2b
KleenGuard,18020304J013712,EPP,Guante de Látex Flex G4 Talla 9 x 12 und,KleenGuard EPP Guante de Látex Flex G4 Talla 9 x 12 und,https://s3.amazonaws.com/co-prod-shared-images/960842e8-5e18-452f-8b5b-19b53573a477
Kobrex,1704010K6028080,Electricos,Cable THHW-IS #12 Blanco pza 100m,Kobrex Electricos Cable THHW-IS #12 Blanco pza 100m,https://s3.amazonaws.com/mx-prod-shared-images/498dd1b9-07c0-45f4-9aea-8974e8e8e723
Kola Loka,1203200T2032243,Quimicos,Kola Loka Pegamento Inst. Aplicador 2 g,Kola Loka Quimicos Kola Loka Pegamento Inst. Aplicador 2 g,https://s3.amazonaws.com/mx-prod-shared-images/28684f28-a597-4141-8a1b-66aacf9b0140
Kola Loka,1203200T2032247,Quimicos,Kola Loka Pegamento Inst. Goterito 3.5 g,Kola Loka Quimicos Kola Loka Pegamento Inst. Goterito 3.5 g,https://s3.amazonaws.com/mx-prod-shared-images/ddaaff63-53c1-42ed-bc83-d2b58ca5eaad
Kola Loka,1203200T2032245,Quimicos,Kola Loka Pegamento Inst. Brocha 5 g,Kola Loka Quimicos Kola Loka Pegamento Inst. Brocha 5 g,https://s3.amazonaws.com/mx-prod-shared-images/b8f5afe6-6033-4816-92c6-a684615cfe5a
Kola Loka,1203200T2032250,Quimicos,Plastilina epóxica Plastiloka Verde 40 g,Kola Loka Quimicos Plastilina epóxica Plastiloka Verde 40 g,https://s3.amazonaws.com/mx-prod-shared-images/c85b3c67-0d0e-4cde-bf69-d810b86d62a7
Linmex gas,1604001BQ036865,Plomería,Cartucho Gas Butano 275 g - 500 ml 1705,Linmex gas Plomería Cartucho Gas Butano 275 g - 500 ml 1705,https://s3.amazonaws.com/mx-prod-shared-images/0729ec88-63ed-419f-b53f-5b759423cb3e
Linmex gas,1604001BQ036866,Plomería,Cartucho Gas Estufa Portátil 220 g,Linmex gas Plomería Cartucho Gas Estufa Portátil 220 g,https://s3.amazonaws.com/mx-prod-shared-images/b2412996-c36f-440e-9d64-4ac186b2d399
Lorenzetti,2601700H4037914,"Aseo, Baños y Cocinas",Regadera Electrica 3T Maxi Ducha Ultra,"Lorenzetti Aseo, Baños y Cocinas Regadera Electrica 3T Maxi Ducha Ultra",https://s3.amazonaws.com/mx-prod-shared-images/b6d433fe-9d2f-429e-9ffd-9c9d569c9d61
Lorenzetti,2601700H4037915,"Aseo, Baños y Cocinas",Regadera Electrica 4T Bella Ducha Blanca,"Lorenzetti Aseo, Baños y Cocinas Regadera Electrica 4T Bella Ducha Blanca",https://s3.amazonaws.com/mx-prod-shared-images/dbd4d12c-fa27-48d2-a5e2-f1c859c03725
Mapei,19035009O013211,Quimicos-Polvos,Keraset Grey Bags x 25 kg,Mapei Quimicos-Polvos Keraset Grey Bags x 25 kg,https://s3.amazonaws.com/co-prod-shared-images/4b6b1e67-6e84-4db5-901a-e2904c75c756
Mapei,19035008O028161,Quimicos-Polvos,Keraset Gris x 25 kg,Mapei Quimicos-Polvos Keraset Gris x 25 kg,https://s3.amazonaws.com/co-prod-shared-images/924e4737-1726-466d-b005-0e2619027cee
Mastder,15021003D031305,Herramientas,"Rodillo Repintex (Zapote) 9""","Mastder Herramientas Rodillo Repintex (Zapote) 9""",https://s3.amazonaws.com/co-prod-shared-images/b48552a0-fb0b-4aa7-9074-84917728a2e1
Mastder,15021003D031307,Herramientas,"Rodillo al Albañil (Naranja) 9""","Mastder Herramientas Rodillo al Albañil (Naranja) 9""",https://s3.amazonaws.com/co-prod-shared-images/2c1b79fe-f4fd-4199-943a-f6f5abd2af50
Max hogar,28013107C046843,"Aseo, Baños y Cocinas",(Sh) Barredor Prta 3000mmx60mmx3mm Grje Ng,"Max hogar Aseo, Baños y Cocinas (Sh) Barredor Prta 3000mmx60mmx3mm Grje Ng",https://s3.amazonaws.com/co-prod-shared-images/6cc48457-f594-4d81-a6ea-f0a77f8fcda4
Mercury,1707300C0028444,Electricos,Panel Led Frameless 24W Incrustar 6500K,Mercury Electricos Panel Led Frameless 24W Incrustar 6500K,https://s3.amazonaws.com/co-prod-shared-images/06ec854f-c360-4476-bd5f-73ce6bf7c1cb
Mercury,2602001C0022919,"Aseo, Baños y Cocinas",Llave Lavaplatos Pared Flexible,"Mercury Aseo, Baños y Cocinas Llave Lavaplatos Pared Flexible",https://s3.amazonaws.com/co-prod-shared-images/9cb4a042-4a8e-4ea8-98de-c9f8d766e94f
Mercury,1703001C0024520,Electricos,Breaker 1P 40A Enchufable,Mercury Electricos Breaker 1P 40A Enchufable,https://s3.amazonaws.com/co-prod-shared-images/8975c82d-211b-46ca-9096-5591b8c21a92
