Brand,Category,Subcategory,Section,Product,combinado,Sku,Url
Mercury,Eléctricos e Iluminación,Puesta a Tierra,Electricos,(Sh) Conector Plástico Rojo x 100 und,Mercury (Sh) Conector Plástico Rojo x 100 und,1204200C0022889,https://s3.amazonaws.com/co-prod-shared-images/b735718d-a075-4821-8e48-747c9b732683
Mercury,"Aseo, Baños Y Cocinas",Electrodomésticos,Electrohogar,Detector de Humo,Mercury Detector de Humo,1803020C0024541,https://s3.amazonaws.com/co-prod-shared-images/4fecaf5d-0ed5-409c-8dd6-fad68b4b34c7
Mercury,Eléctricos e Iluminación,Tomacorriente e Interruptores,Electricos,Toma Coaxial + Teléfono Premium White,Mercury Toma Coaxial + Teléfono Premium White,1705260C0028403,https://s3.amazonaws.com/co-prod-shared-images/bb4b6c05-e594-4501-8521-48e3de8fb66a
Mercury,Eléctricos e Iluminación,"Multitomas, Extensiones y Reguladores",Electricos,Extensión Dúplex 2x14 15FT (4.5m) Linea hogar,Mercury Extensión Dúplex 2x14 15FT (4.5m) Linea hogar,1708320C0022841,https://s3.amazonaws.com/co-prod-shared-images/bc30b848-eacd-464d-ae85-21f03bda52cf
Mercury,Eléctricos e Iluminación,"Multitomas, Extensiones y Reguladores",Electricos,Extensión Retie 8M 3 x 14 AWG Profesional,Mercury Extensión Retie 8M 3 x 14 AWG Profesional,1708320C0022827,https://s3.amazonaws.com/co-prod-shared-images/c5099767-4a70-4001-abda-978ed7e90dc0
Mercury,Eléctricos e Iluminación,Iluminación,Electricos,Lampara LED de Emergencia 6500K 100-240V,Mercury Lampara LED de Emergencia 6500K 100-240V,1707430C0022858,https://s3.amazonaws.com/co-prod-shared-images/01db58f0-e8b7-45df-bb69-0689c952cf98
Mercury,Eléctricos e Iluminación,Alambres y Cables,Electricos,Cable Utp Cat 5E 100% Cobre Rollo X 305M,Mercury Cable Utp Cat 5E 100% Cobre Rollo X 305M,1704001C0024534,https://s3.amazonaws.com/co-prod-shared-images/d94abae6-b558-4a81-9711-acf8d59dd0b7
Mercury,Eléctricos e Iluminación,Iluminación,Electricos,Aro de Luz 8W 26 cm 3 Colores,Mercury Aro de Luz 8W 26 cm 3 Colores,1707415C0022819,https://s3.amazonaws.com/co-prod-shared-images/de67e4c9-477b-4b77-8a20-2e44041c4a48
Mercury,Eléctricos e Iluminación,Iluminación,Electricos,Portalámpara E27 Caucho Exterior,Mercury Portalámpara E27 Caucho Exterior,1707100C0022885,https://s3.amazonaws.com/co-prod-shared-images/e6544171-b197-46d6-a2b7-48b0b375712b
Mercury,Ferretería y Maderas,"Adhesivos, Selladores y Pegantes",Quimicos,Silicona Antihongos Tubo 280 ml Blanca,Mercury Silicona Antihongos Tubo 280 ml Blanca,1903400C0024633,https://s3.amazonaws.com/co-prod-shared-images/eb4369e9-af53-4633-b2d6-2e1bb1c1da04
Mercury,Eléctricos e Iluminación,Iluminación,Electricos,Reflector Led Titanium 50W Luz Blanca,Mercury Reflector Led Titanium 50W Luz Blanca,1707410C0000791,https://s3.amazonaws.com/co-prod-shared-images/eb3625ee-6029-4c73-9b35-83cb1dffd0a7
Mercury,Eléctricos e Iluminación,Tomacorriente e Interruptores,Electricos,Pulsador Sencillo Premium White,Mercury Pulsador Sencillo Premium White,1705160C0028401,https://s3.amazonaws.com/co-prod-shared-images/08fd8f67-a041-4b96-a37d-c338009db9cd
Mercury,Eléctricos e Iluminación,"Multitomas, Extensiones y Reguladores",Electricos,Extensión Dúplex 2x14 9FT (3M Aprox),Mercury Extensión Dúplex 2x14 9FT (3M Aprox),1708320C0022839,https://s3.amazonaws.com/co-prod-shared-images/10919993-c77e-405e-8547-3dbbe1623fa2
Mercury,Ferretería y Maderas,"Adhesivos, Selladores y Pegantes",Quimicos,Silicona Autom. Mercury 400 ml Aroma Limón,Mercury Silicona Autom. Mercury 400 ml Aroma Limón,1203330C0033996,https://s3.amazonaws.com/co-prod-shared-images/148607e4-d4a3-40ab-ae67-686cca8a692a
Mercury,Eléctricos e Iluminación,"Multitomas, Extensiones y Reguladores",Electricos,Extensión De Corriente Polo Tierra 2M,Mercury Extensión De Corriente Polo Tierra 2M,1708320C0028418,https://s3.amazonaws.com/co-prod-shared-images/17e7bacb-ad02-4fc2-a159-17e98b52a37c
Mercury,Tubería,Instalación de gas,Plomería,Regulador De Gas Azul 300 Gr,Mercury Regulador De Gas Azul 300 Gr,1604200C0024637,https://s3.amazonaws.com/co-prod-shared-images/24ec01cc-0a3b-4f6d-bdd1-86398acd126e
Mercury,Ferretería y Maderas,Candados,Ferretería,Candado Mercury Cromado 50,Mercury Candado Mercury Cromado 50,1202001C0024588,https://s3.amazonaws.com/co-prod-shared-images/f682e3e3-e0c1-4090-a404-80b4a3d4261f
Mercury,Eléctricos e Iluminación,Iluminación,Electricos,Base de Mesa 30 x 9 cm P-Aro de Luz,Mercury Base de Mesa 30 x 9 cm P-Aro de Luz,1707120C0022857,https://s3.amazonaws.com/co-prod-shared-images/32c851f0-4432-4fdd-9958-80de5103ba08
Mercury,Eléctricos e Iluminación,Iluminación,Electricos,Reflector Led Tipo Tableta 200W 6500K,Mercury Reflector Led Tipo Tableta 200W 6500K,1707400C0028448,https://s3.amazonaws.com/co-prod-shared-images/7eee1be3-0b7c-4a79-9ebb-69a0a4cf84d5
Mercury,Eléctricos e Iluminación,Iluminación,Electricos,Reflector Led Titanium 100W Luz Blanca,Mercury Reflector Led Titanium 100W Luz Blanca,1707410C0000792,https://s3.amazonaws.com/co-prod-shared-images/78753bbc-df02-4927-b0b2-87e37661e2c3
Mercury,Eléctricos e Iluminación,Tubería y Canalización,Electricos,Canaleta Plastica 25 mm*25 mm*2 m -Adhesivo,Mercury Canaleta Plastica 25 mm*25 mm*2 m -Adhesivo,1702210C0022908,https://s3.amazonaws.com/co-prod-shared-images/a20efcda-6cb3-498f-a9dc-a455742eb668
Mercury,"Pisos, Paredes y Terminaciones",Complementos e Instalación,Herramientas,Pistola Calafateo Con Esqueleto De 310gr,Mercury Pistola Calafateo Con Esqueleto De 310gr,1903720C0024626,https://s3.amazonaws.com/co-prod-shared-images/a11d4613-4e88-402e-af3e-957797f04318
Mercury,Eléctricos e Iluminación,"Multitomas, Extensiones y Reguladores",Electricos,Extensión Eléctrica Naranja 5 m,Mercury Extensión Eléctrica Naranja 5 m,1708320C0022845,https://s3.amazonaws.com/co-prod-shared-images/9aef9676-ebf4-4df0-a5f5-40ad6936d9f5
Mercury,Ferretería y Maderas,"Adhesivos, Selladores y Pegantes",Quimicos,Silicona Automotriz Mercury 400 ml Arom Rosa,Mercury Silicona Automotriz Mercury 400 ml Arom Rosa,1203330C0033997,https://s3.amazonaws.com/co-prod-shared-images/bb972c74-1e30-4e5b-a060-b7b182e47294
Mercury,Eléctricos e Iluminación,Tubería y Canalización,Electricos,Canaleta Plastica 60 mm*40 mm*2 m -Adhesivo,Mercury Canaleta Plastica 60 mm*40 mm*2 m -Adhesivo,1702210C0022911,https://s3.amazonaws.com/co-prod-shared-images/c5db3c6e-c662-4ebe-a3a2-93e429e8ffdd
Mercury,Eléctricos e Iluminación,Alambres y Cables,Electricos,Cable HDMI 5 m Reforzado Con Filtro,Mercury Cable HDMI 5 m Reforzado Con Filtro,1704001C0022902,https://s3.amazonaws.com/co-prod-shared-images/ceae3801-4d55-416b-91af-24886e8e4cc5
Mercury,Eléctricos e Iluminación,Tomacorriente e Interruptores,Electricos,Timbre Ding-Dong Convencional Hogar 110V,Mercury Timbre Ding-Dong Convencional Hogar 110V,1705160C0024537,https://s3.amazonaws.com/co-prod-shared-images/e599e4d5-a2bb-496b-8d5a-ac6bb256ce89
Mercury,Eléctricos e Iluminación,"Multitomas, Extensiones y Reguladores",Electricos,T Electrica Gris,Mercury T Electrica Gris,1708300C0022871,https://s3.amazonaws.com/co-prod-shared-images/ea955511-a336-4a81-b391-8b066cd06d8c
Mercury,Eléctricos e Iluminación,Tomacorriente e Interruptores,Electricos,Terminal Ponchar metalica,Mercury Terminal Ponchar metalica,1705260C0022899,https://s3.amazonaws.com/co-prod-shared-images/03637102-8d6d-4898-b9fd-053b90b3dcca
Mercury,Eléctricos e Iluminación,Tubería y Canalización,Electricos,Canaleta Plastica 20 mm*10 mm*2 m -Adhesivo,Mercury Canaleta Plastica 20 mm*10 mm*2 m -Adhesivo,1702210C0022906,https://s3.amazonaws.com/co-prod-shared-images/f196517b-0833-4417-8fea-0eff45581add
Mercury,Ferretería y Maderas,Candados,Ferretería,Candado Mercury Intemperie 40,Mercury Candado Mercury Intemperie 40,1202001C0035060,https://s3.amazonaws.com/co-prod-shared-images/f57525f2-8dd3-4915-8a9c-c3316f456216
Mercury,Eléctricos e Iluminación,Alambres y Cables,Electricos,Cable UTP CAT 5E CCA Interior Rollo*305 m,Mercury Cable UTP CAT 5E CCA Interior Rollo*305 m,1704001C0022893,https://s3.amazonaws.com/co-prod-shared-images/18334e26-edfa-4970-94cb-cdc5ef747086
Mercury,"Aseo, Baños Y Cocinas",Electrodomésticos,Electrohogar,Sensor Liso para Techo 360,Mercury Sensor Liso para Techo 360,1707001C0022863,https://s3.amazonaws.com/co-prod-shared-images/1cf887af-216d-45e6-af84-497bbdb2723c
Mercury,Eléctricos e Iluminación,"Multitomas, Extensiones y Reguladores",Electricos,Multitoma 3 Salidas P/T Cable 50cm,Mercury Multitoma 3 Salidas P/T Cable 50cm,1708300C0022833,https://s3.amazonaws.com/co-prod-shared-images/2d09c08c-1a25-4410-8cae-242fa1ffc4ea
Mercury,Eléctricos e Iluminación,Tomacorriente e Interruptores,Electricos,Interruptor Sencillo Conmutable Blanco,Mercury Interruptor Sencillo Conmutable Blanco,1705200C0024551,https://s3.amazonaws.com/co-prod-shared-images/324773fe-fdc9-4ff0-86b7-cc830f46a329
Mercury,Ferretería y Maderas,"Adhesivos, Selladores y Pegantes",Quimicos,(Sh) Silicona Liquida 250 ml,Mercury (Sh) Silicona Liquida 250 ml,1203300C0046655,https://s3.amazonaws.com/co-prod-shared-images/85baa0d2-2bc6-49e1-99b5-9a25f55b28cf
Mercury,Ferretería y Maderas,Candados,Ferretería,Candado Mercury de Clave Maletero Rojo,Mercury Candado Mercury de Clave Maletero Rojo,1202001C0035070,https://s3.amazonaws.com/co-prod-shared-images/75ea56f4-8cfb-4b84-b775-d20f5fbbcde0
Mercury,Eléctricos e Iluminación,Iluminación,Electricos,Bombillo Led 50W E27 Alta Calidad,Mercury Bombillo Led 50W E27 Alta Calidad,1707010C0024640,https://s3.amazonaws.com/co-prod-shared-images/9151d811-2bb3-4d15-b6d1-0a848fc3f77d
Mercury,Eléctricos e Iluminación,Tomacorriente e Interruptores,Electricos,Toma Coaxial Mercury Black Mirror,Mercury Toma Coaxial Mercury Black Mirror,1705260C0024573,https://s3.amazonaws.com/co-prod-shared-images/a91f572d-5716-42da-a5ae-ab3c2a5341f8
Mercury,Eléctricos e Iluminación,Iluminación,Electricos,Bombillo Led Titanium 9W E27/A60 Luz Blanca,Mercury Bombillo Led Titanium 9W E27/A60 Luz Blanca,1707010C0000794,https://s3.amazonaws.com/co-prod-shared-images/b5ce6790-192e-42c4-9c6e-ef97a272c9f7
Mercury,"Aseo, Baños Y Cocinas",Baños,"Aseo, Baños y Cocinas","Extractor de Aire 4"" con Rejilla Blanco","Mercury Extractor de Aire 4"" con Rejilla Blanco",2601800C0022913,https://s3.amazonaws.com/co-prod-shared-images/ccd22563-5f7c-4b5f-aa78-703786385742
Mercury,Ferretería y Maderas,Candados,Ferretería,Candado Mercury Negro 50,Mercury Candado Mercury Negro 50,1202001C0035068,https://s3.amazonaws.com/co-prod-shared-images/d6bb692b-468a-4222-9fb9-8ec2213b9c15
Mercury,Eléctricos e Iluminación,Iluminación,Electricos,Bombillo LED E27 3W 6500K Luz blanca,Mercury Bombillo LED E27 3W 6500K Luz blanca,1707010C0022804,https://s3.amazonaws.com/co-prod-shared-images/e08bc460-f882-4826-a394-c63187b8b774
Mercury,Eléctricos e Iluminación,Iluminación,Electricos,Sensor Con Alarma Batería 9V,Mercury Sensor Con Alarma Batería 9V,1707010C0024544,https://s3.amazonaws.com/co-prod-shared-images/e06f0017-2590-4a14-a393-3ae148dc7fae
Mercury,Ferretería y Maderas,Candados,Ferretería,Candado Mercury Negro 40,Mercury Candado Mercury Negro 40,1202001C0035067,https://s3.amazonaws.com/co-prod-shared-images/e5085180-7820-4314-aa70-d060ed591773
Mercury,Eléctricos e Iluminación,Alambres y Cables,Electricos,Cable UTP CAT 5E CCA Exterior Rollo*305 m,Mercury Cable UTP CAT 5E CCA Exterior Rollo*305 m,1704001C0022894,https://s3.amazonaws.com/co-prod-shared-images/e9a03ca7-b784-4973-af5b-7e8ea7d3f112
Mercury,Ferretería y Maderas,Candados,Ferretería,Candado Mercury Negro 60,Mercury Candado Mercury Negro 60,1202001C0035069,https://s3.amazonaws.com/co-prod-shared-images/0bb97323-3653-4a6d-9522-bc07f57898f2
Mercury,Eléctricos e Iluminación,Tomacorriente e Interruptores,Electricos,Toma Coaxial Mercury Premium White,Mercury Toma Coaxial Mercury Premium White,1705260C0024562,https://s3.amazonaws.com/co-prod-shared-images/0bbe089c-9daf-4f04-9b61-17efc760eaf0
Mercury,Eléctricos e Iluminación,Iluminación,Electricos,Reflector LED 50W 6500K Luz blanca 100-265V,Mercury Reflector LED 50W 6500K Luz blanca 100-265V,1707400C0022801,https://s3.amazonaws.com/co-prod-shared-images/1b433acf-4cf2-4b12-b049-dc7e6ed25572
Mercury,"Aseo, Baños Y Cocinas",Grifería cocinas,"Aseo, Baños y Cocinas",Llave Lavaplatos Pared Flexible Acero Inox,Mercury Llave Lavaplatos Pared Flexible Acero Inox,2602100C0024607,https://s3.amazonaws.com/co-prod-shared-images/fd4498ff-39e2-4fb8-bec6-ceb13c451648
Mercury,Eléctricos e Iluminación,Iluminación,Electricos,Reflector LED 30W 6500K Luz blanca 100-265V,Mercury Reflector LED 30W 6500K Luz blanca 100-265V,1707400C0022800,https://s3.amazonaws.com/co-prod-shared-images/64e1289b-ac0d-40d4-8e0a-7ab6b515132e
Mercury,Ferretería y Maderas,Cintas,Ferretería,Cinta Aislante 15 m Naranja Certificación Ul,Mercury Cinta Aislante 15 m Naranja Certificación Ul,1203010C0028398,https://s3.amazonaws.com/co-prod-shared-images/f04e4232-e408-4e3a-9c17-078934e27c92
Mercury,Eléctricos e Iluminación,Iluminación,Electricos,Sensor Pared 140,Mercury Sensor Pared 140,1707010C0024540,https://s3.amazonaws.com/co-prod-shared-images/3b30d17c-14d5-459b-a447-a15b55aeca6b
Mercury,Eléctricos e Iluminación,Iluminación,Electricos,"Panel LED 3W 2.5"" Blanco Redondo Incrustar","Mercury Panel LED 3W 2.5"" Blanco Redondo Incrustar",1707300C0022789,https://s3.amazonaws.com/co-prod-shared-images/41cf30de-47fe-42f3-8178-f4d026028110
Mercury,Ferretería y Maderas,Cintas,Ferretería,Cinta Aislante 15 m Azul Certificación Ul,Mercury Cinta Aislante 15 m Azul Certificación Ul,1203010C0028389,https://s3.amazonaws.com/co-prod-shared-images/4ea7fc94-bbdb-4945-9f3b-844d3a4d8e45
Mercury,Eléctricos e Iluminación,Iluminación,Electricos,(Sh) Kit Blister Cinta Led 12V Azul 5M + Adaptador 120V,Mercury (Sh) Kit Blister Cinta Led 12V Azul 5M + Adaptador 120V,1707420C0047073,https://s3.amazonaws.com/co-prod-shared-images/5f1fc6a4-b585-4c38-bcaa-25a62d06c4fc
Mercury,Eléctricos e Iluminación,Tomacorriente e Interruptores,Electricos,Toma Doble Polo Tierra Sobreponer Blanca,Mercury Toma Doble Polo Tierra Sobreponer Blanca,1705200C0024548,https://s3.amazonaws.com/co-prod-shared-images/76aa3232-bf5e-4487-814d-e6a0026d961f
Mercury,"Aseo, Baños Y Cocinas",Baños,"Aseo, Baños y Cocinas","Extractor de Aire 8"" con Rejilla Blanco","Mercury Extractor de Aire 8"" con Rejilla Blanco",2601800C0022915,https://s3.amazonaws.com/co-prod-shared-images/809dd35c-2790-4635-8dcd-083fd89dfa81
Mercury,Ferretería y Maderas,Candados,Ferretería,Candado Mercury Anticizalla Vertical 60,Mercury Candado Mercury Anticizalla Vertical 60,1202001C0024590,https://s3.amazonaws.com/co-prod-shared-images/8d2ebed6-246f-4ecb-9da8-4480ec2e32f2
Mercury,Eléctricos e Iluminación,Iluminación,Electricos,Cinta Smart Led Wifi Rgb 12V Rollo x 5 m,Mercury Cinta Smart Led Wifi Rgb 12V Rollo x 5 m,1707520C0028453,https://s3.amazonaws.com/co-prod-shared-images/a1e543cc-a304-4d4e-b425-66cad243f1db
Mercury,Eléctricos e Iluminación,Iluminación,Electricos,Panel Led Titanium 9W Luz Blanca Red/Incr,Mercury Panel Led Titanium 9W Luz Blanca Red/Incr,1707310C0000786,https://s3.amazonaws.com/co-prod-shared-images/a0df6b06-6bcc-46e0-9e43-082c261fa958
Mercury,Eléctricos e Iluminación,"Multitomas, Extensiones y Reguladores",Electricos,T Industrial Naranja Recta,Mercury T Industrial Naranja Recta,1708300C0022868,https://s3.amazonaws.com/co-prod-shared-images/9291207e-aba9-499b-ad42-affc44358f90
Mercury,Herramientas,Herramientas de Riego,Herramientas,"Llave Jardín Terminal 1/2"" Pesada Cromada","Mercury Llave Jardín Terminal 1/2"" Pesada Cromada",2501240C0022921,https://s3.amazonaws.com/co-prod-shared-images/31738de7-b4fb-4fbb-825e-02bb6852578d
Mercury,Ferretería y Maderas,Candados,Ferretería,Candado Mercury Cromado 25,Mercury Candado Mercury Cromado 25,1202001C0029351,https://s3.amazonaws.com/co-prod-shared-images/b45f4b79-c59f-4188-b7d8-23a31569d2b4
Mercury,Ferretería y Maderas,Candados,Ferretería,Candado Mercury Negro 30,Mercury Candado Mercury Negro 30,1202001C0035066,https://s3.amazonaws.com/co-prod-shared-images/cd7992e4-afc4-4170-bb1c-d835fce8806d
Mercury,Eléctricos e Iluminación,Iluminación,Electricos,Bala LED 1W 6500K Blanca,Mercury Bala LED 1W 6500K Blanca,1707010C0022788,https://s3.amazonaws.com/co-prod-shared-images/f379d14b-a870-4f3c-8151-a7fdebad0392
Mercury,Eléctricos e Iluminación,Iluminación,Electricos,Bombillo Led Emergencia 15 W,Mercury Bombillo Led Emergencia 15 W,1707430C0028438,https://s3.amazonaws.com/co-prod-shared-images/f5c36fc4-2a9b-4e1b-b22b-758f87167e39
Mercury,Eléctricos e Iluminación,Iluminación,Electricos,Portalampara Vintage E27 Colgante,Mercury Portalampara Vintage E27 Colgante,1705160C0024536,https://s3.amazonaws.com/co-prod-shared-images/107914fd-ebba-450a-8723-85b3580f78cd
Mercury,Ferretería y Maderas,Candados,Ferretería,Candado Mercury Intemperie 60,Mercury Candado Mercury Intemperie 60,1202001C0024595,https://s3.amazonaws.com/co-prod-shared-images/1554b916-7e8b-4e6b-9b8a-f505f4e8c681
Mercury,Eléctricos e Iluminación,Tomacorriente e Interruptores,Electricos,Interruptor Sencillo Smart Home Touch Wifi,Mercury Interruptor Sencillo Smart Home Touch Wifi,1705135C0028455,https://s3.amazonaws.com/co-prod-shared-images/fa71a470-b3b5-46f9-ab07-99cabe5e0b87
Mercury,Eléctricos e Iluminación,Iluminación,Electricos,Adaptador P-Cinta Led 12V 5A,Mercury Adaptador P-Cinta Led 12V 5A,1707520C0030474,https://s3.amazonaws.com/co-prod-shared-images/20130c96-359e-4fa2-b033-61e5c86a5f0b
Mercury,Eléctricos e Iluminación,Iluminación,Electricos,Lampara LED 1 x 20W 6500K T8 sin Riel,Mercury Lampara LED 1 x 20W 6500K T8 sin Riel,1707120C0022855,https://s3.amazonaws.com/co-prod-shared-images/243b58a5-46a3-4250-89db-b89a664041cb
Mercury,"Aseo, Baños Y Cocinas",Griferia para duchas,"Aseo, Baños y Cocinas","Ducha Agua Fria 6"" Redonda Acero Inoxidable","Mercury Ducha Agua Fria 6"" Redonda Acero Inoxidable",2601520C0022924,https://s3.amazonaws.com/co-prod-shared-images/2bdb9b6a-6f27-44c6-a422-8e6ff93d14e7
Mercury,Eléctricos e Iluminación,Tubería y Canalización,Electricos,Canaleta Plastica 24 mm*14 mm*2 m -Adhesivo,Mercury Canaleta Plastica 24 mm*14 mm*2 m -Adhesivo,1702210C0022907,https://s3.amazonaws.com/co-prod-shared-images/42d1c686-6adc-40b4-9e8e-1b8ab26df586
Mercury,Eléctricos e Iluminación,Iluminación,Electricos,Kit Cinta Led Smart 5M + Adaptador 120V,Mercury Kit Cinta Led Smart 5M + Adaptador 120V,1707520C0030475,https://s3.amazonaws.com/co-prod-shared-images/576cb500-988a-409b-bed6-1515b4263424
Mercury,Eléctricos e Iluminación,"Multitomas, Extensiones y Reguladores",Electricos,Multitoma S/Picos 6 Salidas P/T Cable 1M Beige,Mercury Multitoma S/Picos 6 Salidas P/T Cable 1M Beige,1708300C0022835,https://s3.amazonaws.com/co-prod-shared-images/59297e0b-df29-4216-9c18-0f535f41ba06
Mercury,Eléctricos e Iluminación,Iluminación,Electricos,Bombillo Led  3-Aspas Escualizable 30W 6500K,Mercury Bombillo Led  3-Aspas Escualizable 30W 6500K,1707010C0028424,https://s3.amazonaws.com/co-prod-shared-images/5d0ee163-b6aa-4d55-9be6-93b4e2bb8813
Mercury,Ferretería y Maderas,Candados,Ferretería,Candado Mercury Cromado 20,Mercury Candado Mercury Cromado 20,1202001C0029350,https://s3.amazonaws.com/co-prod-shared-images/6a3b0521-ecee-460d-b0a9-176b1fd07d63
Mercury,Eléctricos e Iluminación,Tomacorriente e Interruptores,Electricos,Toma Teléfono Sencilla Stainless,Mercury Toma Teléfono Sencilla Stainless,1705220C0028405,https://s3.amazonaws.com/co-prod-shared-images/5a124d69-f1ea-43fa-a6e6-6d3f97ed64f6
Mercury,Eléctricos e Iluminación,Iluminación,Electricos,"Panel Led 24W 10"" Blanco Redondo Incrustar","Mercury Panel Led 24W 10"" Blanco Redondo Incrustar",1707300C0028441,https://s3.amazonaws.com/co-prod-shared-images/8746c4a3-5a42-4a3f-95e7-08cb251e5647
Mercury,Ferretería y Maderas,Candados,Ferretería,Candado Mercury Cromado 40,Mercury Candado Mercury Cromado 40,1202001C0035065,https://s3.amazonaws.com/co-prod-shared-images/925a3b33-8745-429a-9f00-efc1e08b3f61
Mercury,Eléctricos e Iluminación,"Multitomas, Extensiones y Reguladores",Electricos,Extensión P/Tierra 30M Cable 3X14 Amarillo,Mercury Extensión P/Tierra 30M Cable 3X14 Amarillo,1708320C0022829,https://s3.amazonaws.com/co-prod-shared-images/7cacaaee-4206-448b-8f63-8a31f1466806
Mercury,Eléctricos e Iluminación,Tableros y Breakers,Electricos,Breaker 1P 15A Enchufable,Mercury Breaker 1P 15A Enchufable,1703001C0024517,https://s3.amazonaws.com/co-prod-shared-images/89b89bb5-2b81-487c-9dbe-612e2cb33f3a
Mercury,Eléctricos e Iluminación,Alambres y Cables,Electricos,Splitter Fino 3 Salidas 5-900 mhz,Mercury Splitter Fino 3 Salidas 5-900 mhz,1704003C0022898,https://s3.amazonaws.com/co-prod-shared-images/88be61f1-fe0d-4a81-8c48-ed0ada4da813
Mercury,Eléctricos e Iluminación,Iluminación,Electricos,Portalámpara Negro E27 + Switch Paso,Mercury Portalámpara Negro E27 + Switch Paso,1707100C0022878,https://s3.amazonaws.com/co-prod-shared-images/a3ac9561-977e-4bf6-a481-0ffafff7da19
Mercury,Eléctricos e Iluminación,Iluminación,Electricos,Bombillo Led 6W E27 3000K Luz Cálida,Mercury Bombillo Led 6W E27 3000K Luz Cálida,1707010C0028423,https://s3.amazonaws.com/co-prod-shared-images/a6d3b315-6d6e-4e45-8e13-a9dbd466cdac
Mercury,Herramientas,Herramientas de Riego,Herramientas,Llave Jardín Premium,Mercury Llave Jardín Premium,2501240C0024609,https://s3.amazonaws.com/co-prod-shared-images/9306fdfb-21c3-4afa-8afc-1781adaab15f
Mercury,Eléctricos e Iluminación,Iluminación,Electricos,Lampara LED T5 18W 120 cm 6500K 100-265V,Mercury Lampara LED T5 18W 120 cm 6500K 100-265V,1707120C0022852,https://s3.amazonaws.com/co-prod-shared-images/93f9e1d2-c051-485b-a954-0ea07a09fdf8
Mercury,Eléctricos e Iluminación,Tomacorriente e Interruptores,Electricos,Toma Teléfono Sencilla Mercury Premium White,Mercury Toma Teléfono Sencilla Mercury Premium White,1705220C0028402,https://s3.amazonaws.com/co-prod-shared-images/943eb16e-b1b5-4bd6-bccf-639e42f699d0
Mercury,Eléctricos e Iluminación,Iluminación,Electricos,Bombillo Led Pinpon 1W E27 Verde,Mercury Bombillo Led Pinpon 1W E27 Verde,1707010C0000811,https://s3.amazonaws.com/co-prod-shared-images/e99ee713-98ac-4cba-ae6b-0bdebb138dea
Mercury,"Aseo, Baños Y Cocinas",Griferia para duchas,"Aseo, Baños y Cocinas","Ducha Agua Fria 8"" Redonda Acero Inoxidable","Mercury Ducha Agua Fria 8"" Redonda Acero Inoxidable",2601520C0022925,https://s3.amazonaws.com/co-prod-shared-images/f26699a7-049b-493e-8f0d-88906fea8253
Mercury,"Aseo, Baños Y Cocinas",Griferia para duchas,"Aseo, Baños y Cocinas","Ducha Agua Fria 8"" Cuadrada Acero Inoxidable","Mercury Ducha Agua Fria 8"" Cuadrada Acero Inoxidable",2601520C0022923,https://s3.amazonaws.com/co-prod-shared-images/16459279-4ff4-459b-b065-0aa0c26f7343
Mercury,Ferretería y Maderas,Candados,Ferretería,Candado Mercury de Clave Maletero Bronce,Mercury Candado Mercury de Clave Maletero Bronce,1202001C0029352,https://s3.amazonaws.com/co-prod-shared-images/170d2e84-3575-4c8d-8ed0-45341c0c41b4
Mercury,"Aseo, Baños Y Cocinas",Baños,"Aseo, Baños y Cocinas","Extractor de Aire 6"" con Rejilla Blanco","Mercury Extractor de Aire 6"" con Rejilla Blanco",2601800C0022914,https://s3.amazonaws.com/co-prod-shared-images/fe449477-a28c-4d14-9b43-a764af06e253
Mercury,Eléctricos e Iluminación,Iluminación,Electricos,Benjamín Cadena Cafe,Mercury Benjamín Cadena Cafe,1707200C0022883,https://s3.amazonaws.com/co-prod-shared-images/ff732240-ba5b-4a04-9e3a-ac931617e118
Mercury,Eléctricos e Iluminación,"Multitomas, Extensiones y Reguladores",Electricos,Extensión P/Tierra 15M Cable 3X14 Naranja,Mercury Extensión P/Tierra 15M Cable 3X14 Naranja,1708320C0022831,https://s3.amazonaws.com/co-prod-shared-images/276bee42-fc14-4706-952a-8d93272e1cc9
Mercury,Eléctricos e Iluminación,Iluminación,Electricos,"Panel LED 6W 4"" Blanco Redondo Incrustar","Mercury Panel LED 6W 4"" Blanco Redondo Incrustar",1707300C0022791,https://s3.amazonaws.com/co-prod-shared-images/a612cf22-a047-439e-bb8e-2ca9db926916
Mercury,Eléctricos e Iluminación,Tomacorriente e Interruptores,Electricos,Interruptor Doble Black Mirror,Mercury Interruptor Doble Black Mirror,1705120C0024570,https://s3.amazonaws.com/co-prod-shared-images/a9554bd2-bdf8-4fac-9b6f-f8ac096a1a5e
Mercury,Eléctricos e Iluminación,Iluminación,Electricos,Bombillo Led Pinpon 1W E27 Amarillo,Mercury Bombillo Led Pinpon 1W E27 Amarillo,1707010C0000809,https://s3.amazonaws.com/co-prod-shared-images/d78bf91b-15f2-4eb5-a3db-8b0432f41ee4
Mercury,Eléctricos e Iluminación,Tubería y Canalización,Electricos,Canaleta Plastica 60 mm*40 mm*2 m,Mercury Canaleta Plastica 60 mm*40 mm*2 m,1702210C0022912,https://s3.amazonaws.com/co-prod-shared-images/04370819-f4cd-4228-a056-3b4a295e1e17
